1014	Catawba College	Salisbury
1131	Cazenovia College	Cazenovia
940	Cedar Crest College	Allentown
537	Cedarville University	Cedarville
844	Centenary College of Louisiana	Shreveport
1500	Centenary University	Hackettstown
1533	Central Baptist College	Conway
1466	Central Christian College of Kansas	McPherson
1594	Central Christian College of the Bible	Moberly ...
980	Central College	Pella
342	Central Connecticut State University	New Britain
1230	Central Methodist University	Fayette
242	Central Michigan University	Mount Pleasant
1112	Central Penn College	Summerdale
1042	Central State University	Wilberforce
358	Central Washington University	Ellensburg ...
1191	Centralia College	Centralia
935	Centre College	Danville
828	Chadron State College	Chadron
1366	Chamberlain University	Addison ...
922	Chaminade University of Honolulu	Honolulu
392	Champlain College	Burlington ...
271	Chapman University	Orange
1353	Charles R. Drew University of Medicine and Science	Los Angeles
1116	Charleston Southern University	Charleston
657	Chatham University	Pittsburgh
1342	Chestnut Hill College	Philadelphia
1510	Cheyney University of Pennsylvania	Cheyney
748	Chicago State University	Chicago
1226	Chipola College	Marianna
1631	Chowan University	Murfreesboro
867	Christian Brothers University	Memphis
587	Christopher Newport University	Newport News
1552	Cincinnati Christian University	Cincinnati
1062	City University of Seattle	Bellevue ...
1318	Claflin University	Orangeburg
545	Claremont Graduate University	Claremont ...
621	Claremont McKenna College	Claremont
746	Clarion University of Pennsylvania	Clarion
789	Clark Atlanta University	Atlanta
221	Clark University	Worcester
1190	Clarke University	Dubuque
1544	Clarks Summit University	Clarks Summit
1107	Clarkson College	Omaha
1453	Clarkson University	Potsdam ...
994	Clayton State University	Morrow
1713	Clear Creek Baptist Bible College	Pineville
1638	Cleary University	Howell ...
114	Clemson University	Clemson
1254	Cleveland Institute of Art	Cleveland
1377	Cleveland Institute of Music	Cleveland
223	Cleveland State University	Cleveland
1532	Cleveland University-Kansas City	Overland Park
480	Coastal Carolina University	Conway ...
1052	Coe College	Cedar Rapids
1380	Cogswell Polytechnical College	San Jose ...
1418	Coker University	Hartsville
205	Colby College	Waterville
1266	Colby-Sawyer College	New London
385	Colgate University	Hamilton
1200	College for Creative Studies	Detroit
1674	College of Biblical Studies	Houston ...
1044	College of Central Florida	Ocala
281	College of Charleston	Charleston
1440	College of Coastal Georgia	Brunswick
1395	College of Mount Saint Vincent	The Bronx
1029	College of Our Lady of the Elms	Chicopee
363	College of Saint Benedict/Saint John's University	St. Joseph ...
956	College of Saint Elizabeth	Morristown
1477	College of Saint Mary	Omaha
548	College of Southern Nevada	Las Vegas
1574	College of St. Joseph	Rutland ...
1701	College of Staten Island	Staten Island
1094	College of the Atlantic	Bar Harbor
459	College of the Holy Cross	Worcester
926	College of the Ozarks	Point Lookout
153	College of William & Mary	Williamsburg
887	Colorado Christian University	Lakewood
340	Colorado College	Colorado Springs ...
703	Colorado Mesa University	Grand Junction
277	Colorado School of Mines	Golden
56	Colorado State University	Fort Collins
1202	Colorado State University-Pueblo	Pueblo ...
705	Colorado Technical University	Colorado Springs ...
1425	Columbia Basin College	Pasco
494	Columbia College	Columbia
360	Columbia College Chicago	Chicago
1509	Columbia College Hollywood	Los Angeles
1715	Columbia College of Nursing	Glendale
1547	Columbia College, South Carolina	Columbia
1232	Columbia International University	Columbia
8	Columbia University in the City of New York	New York City
1134	Columbus College of Art and Design	Columbus
902	Columbus State University	Columbus
937	Concord University	Athens
894	Concordia College	Moorhead
1717	Concordia College Alabama	Selma
1316	Concordia College-New York	Bronxville
1443	Concordia University Ann Arbor	Ann Arbor
1003	Concordia University Chicago	River Forest
1021	Concordia University Irvine	Irvine
1170	Concordia University Texas	Austin
795	Concordia University Wisconsin	Mequon
1156	Concordia University, Nebraska	Seward
333	Concordia University, Oregon	Portland
698	Concordia University, St. Paul	St. Paul
362	Connecticut College	New London
1277	Converse College	Spartanburg
1652	Conway School of Landscape Design	Easthampton
1325	Coppin State University	Baltimore
1490	Corban University	Salem ...
619	Cornell College	Mount Vernon
6	Cornell University	Ithaca
1011	Cornerstone University	Grand Rapids
1321	Cornish College of the Arts	Seattle
1546	Cottey College	Nevada
1109	Covenant College	Lookout Mountain
1689	Cox College	Springfield
1504	Cranbrook Academy of Art	Bloomfield Hills
226	Creighton University	Omaha
1576	Criswell College	Dallas
1662	Crossroads College	Rochester
1729	Crowley's Ridge College	Paragould
1047	Crown College	St. Bonifacius ...
1481	Culver-Stockton College	Canton
1422	Cumberland University	Lebanon
1775	CUNY School of Law	Long Island City
1030	Curry College	Milton
1153	Curtis Institute of Music	Philadelphia
709	Daemen College	Amherst
842	Dakota State University	Madison ...
1390	Dakota Wesleyan University	Mitchell
733	Dallas Baptist University	Dallas
1575	Dallas Christian College	Dallas
1005	Dalton State College	Dalton
69	Dartmouth College	Hanover
943	Davenport University	Grand Rapids ...
299	Davidson College	Davidson
1620	Davis & Elkins College	Elkins
1707	Davis College	Johnson City ...
1159	Daytona State College	Daytona Beach
1355	Dean College	Franklin
1055	Defiance College	Defiance
907	Delaware State University	Dover
903	Delaware Valley University	Doylestown
911	Delta State University	Cleveland
636	Denison University	Granville
1762	Denver College of Nursing	Denver
130	DePaul University	Chicago
440	DePauw University	Greencastle
1296	Des Moines University	Des Moines
1023	DeSales University	Center Valley
491	DeVry University	Chicago ...
1753	Dharma Realm Buddhist University	Ukiah
303	Dickinson College	Carlisle
1189	Dickinson State University	Dickinson
1320	Dillard University	New Orleans
736	Dixie State University	St. George
735	Doane University	Crete
886	Dominican College	Orangeburg
1636	Dominican School of Philosophy & Theology	Berkeley
715	Dominican University	River Forest
779	Dominican University of California	San Rafael
1678	Donnelly College	Kansas City
853	Dordt University	Sioux Center
490	Drake University	Des Moines
1668	Drew University	Madison
103	Drexel University	Philadelphia
712	Drury University	Springfield ...
34	Duke University	Durham
1251	Dunwoody College of Technology	Minneapolis
287	Duquesne University	Pittsburgh
804	D'Youville College	Buffalo
344	Earlham College	Richmond
192	East Carolina University	Greenville
1281	East Central University	Ada
915	East Georgia State College	Swainsboro ...
967	East Stroudsburg University	East Stroudsburg
261	East Tennessee State University	Johnson City ...
1354	East Texas Baptist University	Marshall
741	Eastern Connecticut State University	Willimantic
276	Eastern Illinois University	Charleston
349	Eastern Kentucky University	Richmond
1759	Eastern Mennonite University	Harrisonburg ...
245	Eastern Michigan University	Ypsilanti ...
999	Eastern Nazarene College	Quincy
836	Eastern New Mexico University	Portales
985	Eastern Oregon University	La Grande
690	Eastern University	St. Davids
964	Eastern Virginia Medical School	Norfolk
347	Eastern Washington University	Cheney
1702	East-West University	Chicago
1751	Ecclesia College	Springdale
931	Eckerd College	St. Petersburg ...
998	ECPI University	Virginia Beach
760	Edgewood College	Madison
757	Edinboro University of Pennsylvania	Edinboro
1181	Edward Waters College	Jacksonville
1740	Elizabeth City State University	Elizabeth City
478	Elizabethtown College	Elizabethtown
471	Elmhurst College	Elmhurst
1046	Elmira College	Elmira
301	Elon University	Elon
258	Embry-Riddle Aeronautical University	Daytona Beach ...
319	Emerson College	Boston
811	Emmanuel College	Boston
1224	Emmanuel College, Georgia	Franklin Springs
1566	Emmaus Bible College	Dubuque
1000	Emory & Henry College	Emory ...
83	Emory University	Atlanta
622	Emporia State University	Emporia
688	Endicott College	Beverly
1339	Erskine College	Due West
1113	Eureka College	Eureka ...
792	Evangel University	Springfield
1601	Everglades University	Boca Raton ...
464	Fairfield University	Fairfield
388	Fairleigh Dickinson University	Teaneck ...
1350	Fairmont State University	Fairmont
1502	Faith Baptist Bible College and Theological Seminary	Ankeny
706	Farmingdale State College	Farmingdale
310	Fashion Institute of Technology	New York City
1228	Faulkner University	Montgomery
860	Fayetteville State University	Fayetteville
965	Felician University	Lodi ...
302	Ferris State University	Big Rapids
1155	Ferrum College	Ferrum
796	Fielding Graduate University	Santa Barbara
1392	Finlandia University	Hancock
1089	Fisher College	Boston ...
1064	Fisk University	Nashville
952	Fitchburg State University	Fitchburg
1383	Five Towns College	Dix Hills
936	Flagler College	St. Augustine ...
725	Florida Agricultural and Mechanical University	Tallahassee
163	Florida Atlantic University	Boca Raton ...
1543	Florida College	Temple Terrace
1693	Florida Gateway College	Lake City
454	Florida Gulf Coast University	Fort Myers
237	Florida Institute of Technology	Melbourne
100	Florida International University	Miami
1065	Florida Memorial University	Miami Gardens
1459	Florida National University	Hialeah
775	Florida Southern College	Lakeland
1268	Florida SouthWestern State College	Fort Myers
905	Florida State College at Jacksonville	Jacksonville
47	Florida State University	Tallahassee ...
1448	Fontbonne University	St. Louis
106	Fordham University	The Bronx ...
515	Fort Hays State University	Hays
1700	Fort Lewis College	Durango
1293	Fort Valley State University	Fort Valley
835	Framingham State University	Framingham
865	Francis Marion University	Florence
1584	Franciscan Missionaries of Our Lady University	Baton Rouge
1452	Franciscan University of Steubenville	Steubenville
599	Franklin and Marshall College	Lancaster
949	Franklin College	Franklin
1731	Franklin Pierce University	Rindge ...
740	Franklin University	Columbus
991	Franklin W. Olin College of Engineering	Needham
1362	Freed-Hardeman University	Henderson
993	Fresno Pacific University	Fresno ...
1337	Friends University	Wichita ...
611	Frostburg State University	Frostburg ...
364	Furman University	Greenville
350	Gallaudet University	Washington
807	Gannon University	Erie
1016	Gardner-Webb University	Boiling Springs ...
Un	Geisinger Commonwealth School of Medicine	Scranton
808	Geneva College	Beaver Falls
567	George Fox University	Newberg
54	George Mason University	Fairfax
68	George Washington University	Washington ...
756	Georgetown College	Georgetown
55	Georgetown University	Washington
604	Georgia College and State University	Milledgeville ...
822	Georgia Gwinnett College	Lawrenceville
42	Georgia Institute of Technology	Atlanta
273	Georgia Southern University	Statesboro ...
1288	Georgia Southwestern State University	Americus
59	Georgia State University	Atlanta
1168	Georgian Court University	Lakewood
343	Gettysburg College	Gettysburg
1111	Glenville State College	Glenville
1303	Goddard College	Plainfield ...
1664	God's Bible School and College	Cincinnati
801	Golden Gate University	San Francisco ...
1558	Goldey-Beacom College	Wilmington
327	Gonzaga University	Spokane
1764	Good Samaritan College of Nursing and Health Science	Cincinnati
1496	Goodwin College	East Hartford
370	Gordon College	Wenham ...
1420	Gordon State College	Barnesville
708	Goshen College	Goshen
566	Goucher College	Towson
831	Governors State University	University Park
1432	Grace Christian University	Wyoming
823	Grace College	Winona Lake ...
826	Graceland University	Lamoni
1088	Grambling State University	Grambling
144	Grand Canyon University	Phoenix
175	Grand Valley State University	Allendale ...
1292	Grand View University	Des Moines
1451	Granite State College	Concord
1628	Gratz College	Melrose Park
1012	Great Basin College	Elko ...
1694	Great Lakes Christian College	Lansing
1214	Greensboro College	Greensboro
1124	Greenville University	Greenville
401	Grinnell College	Grinnell
723	Grove City College	Grove City
561	Guilford College	Greensboro
1127	Gulf Coast State College	Panama City
571	Gustavus Adolphus College	St. Peter
1022	Gwynedd Mercy University	Gwynedd Valley
334	Hamilton College	Clinton
467	Hamline University	St. Paul
1056	Hampden-Sydney College	Hampden-Sydney
417	Hampshire College	Amherst
874	Hampton University	Hampton
1179	Hannibal-LaGrange University	Hannibal
373	Hanover College	Hanover
614	Harding University	Searcy ...
1208	Hardin-Simmons University	Abilene
1140	Harrisburg University of Science and Technology	Harrisburg
1540	Harris-Stowe State University	St. Louis
596	Hartwick College	Oneonta
2	Harvard University	Cambridge
289	Harvey Mudd College	Claremont ...
1415	Hastings College	Hastings
386	Haverford College	Haverford
677	Hawaii Pacific University	Honolulu
1528	Hebrew College	Newton Centre
1132	Heidelberg University	Tiffin
1771	Helene Fuld College of Nursing	New York City
1063	Henderson State University	Arkadelphia
578	Hendrix College	Conway
1722	Heritage Christian University	Florence
916	Heritage University	Toppenish
1032	Herzing University	Madison
487	High Point University	High Point
1117	Hilbert College	Hamburg
462	Hillsdale College	Hillsdale
455	Hiram College	Hiram
390	Hobart and William Smith Colleges	Geneva
1398	Hodges University	Naples
211	Hofstra University	Hempstead
852	Hollins University	Roanoke
1639	Holy Apostles College and Seminary	Cromwell
1503	Holy Cross College	Notre Dame
800	Holy Family College	Manitowoc
1426	Holy Family University	Philadelphia
1370	Holy Names University	Oakland
846	Hood College	Frederick
359	Hope College	Holland
1053	Hope International University	Fullerton
1152	Houghton College	Houghton ...
824	Houston Baptist University	Houston
1417	Howard Payne University	Brownwood
283	Howard University	Washington
329	Hult International Business School	Cambridge ...
278	Humboldt State University	Arcata
1602	Humphreys University	Stockton
810	Hunter College, CUNY	New York City
959	Huntingdon College	Montgomery
1305	Huntington University	Huntington ...
662	Husson University	Bangor
1472	Huston-Tillotson University	Austin
421	Icahn School of Medicine at Mount Sinai	New York City
317	Idaho State University	Pocatello ...
818	Illinois College	Jacksonville
1686	Illinois College of Optometry	Chicago
172	Illinois Institute of Technology	Chicago
198	Illinois State University	Normal
591	Illinois Wesleyan University	Bloomington
969	Immaculata University	Immaculata ...
1143	Indian River State College	Fort Pierce ...
1082	Indiana Institute of Technology	Fort Wayne ...
339	Indiana State University	Terre Haute
178	Indiana University - Purdue University Indianapolis	Indianapolis
48	Indiana University Bloomington	Bloomington
1551	Indiana University East	Richmond
1776	Indiana University Fort Wayne	Fort Wayne
1640	Indiana University Kokomo	Kokomo
1001	Indiana University Northwest	Gary
321	Indiana University of Pennsylvania	Indiana
1115	Indiana University South Bend	South Bend ...
1035	Indiana University Southeast	New Albany
609	Indiana Wesleyan University	Marion
750	Iona College	New Rochelle
49	Iowa State University of Science and Technology	Ames
1653	Iowa Wesleyan University	Mount Pleasant
Un	Irell and Manella Graduate School of Biological Sciences	Duarte
248	Ithaca College	Ithaca
701	Jackson State University	Jackson
713	Jacksonville State University	Jacksonville
668	Jacksonville University	Jacksonville
176	James Madison University	Harrisonburg
1716	Jamestown Business College	Jamestown
1557	Jarvis Christian College	Hawkins
1061	John Brown University	Siloam Springs
819	John Carroll University	University Heights
1265	John F. Kennedy University	Pleasant Hill ...
1458	John Jay College of Criminal Justice	New York City
1739	John Paul the Great Catholic University	Escondido
26	Johns Hopkins University	Baltimore ...
512	Johnson and Wales University	Providence ...
1207	Johnson C. Smith University	Charlotte
1520	Johnson University	Knoxville ...
1630	Judson College	Marion
1096	Judson University	Elgin ...
616	Juniata College	Huntingdon
1742	Kalamazoo College	Kalamazoo
1278	Kansas City Art Institute	Kansas City
1475	Kansas City University of Medicine and Biosciences	Kansas City
159	Kansas State University	Manhattan ...
1363	Kansas Wesleyan University	Salina
375	Kean University	Union ...
711	Keck Graduate Institute	Claremont
686	Keene State College	Keene
896	Keiser University	Fort Lauderdale
1464	Kendall College	Chicago
170	Kennesaw State University	Kennesaw ...
98	Kent State University	Kent ...
1589	Kentucky Christian University	Grayson
499	Kentucky State University	Frankfort
1482	Kentucky Wesleyan College	Owensboro
298	Kenyon College	Gambier
1669	Kettering College	Kettering
722	Kettering University	Flint
1036	Keuka College	Keuka Park
1093	Keystone College	La Plume
653	King University	Bristol
634	King's College	Wilkes-Barre
666	Knox College	Galesburg ...
568	Kutztown University of Pennsylvania	Kutztown
1633	Kuyper College	Grand Rapids
1017	La Roche University	Pittsburgh
565	La Salle University	Philadelphia
1187	La Sierra University	Riverside
1685	Labouré College	Milton
426	Lafayette College	Easton
1441	LaGrange College	LaGrange
1687	Laguna College of Art and Design	Laguna Beach
1581	Lake Erie College	Painesville
875	Lake Forest College	Lake Forest
1649	Lake Forest Graduate School of Management	Lake Forest
872	Lake Superior State University	Sault Ste. Marie
1414	Lake Washington Institute of Technology	Kirkland
827	Lakeland College	Plymouth
1734	Lakeview College of Nursing	Danville
166	Lamar University	Beaumont
954	Lancaster Bible College	Lancaster
738	Lander University	Greenwood
1196	Landmark College	Putney
1666	Lane College	Jackson
1009	Langston University	Langston
968	Lasell College	Newton
747	Lawrence Technological University	Southfield
538	Lawrence University	Appleton
1690	Le Moyne College	Syracuse
882	Lebanon Valley College	Annville
881	Lee University	Cleveland
1343	Lees-McRae College	Banner Elk
174	Lehigh University	Bethlehem
552	Lehman College, CUNY	The Bronx
1529	LeMoyne-Owen College	Memphis
1433	Lenoir-Rhyne University	Hickory
593	Lesley University	Cambridge ...
1692	LeTourneau University	Longview
323	Lewis & Clark College	Portland
635	Lewis University	Romeoville
948	Lewis-Clark State College	Lewiston ...
110	Liberty University	Lynchburg
1135	Life Pacific College	San Dimas ...
798	Life University	Marietta
1165	LIM College	New York City
1371	Limestone College	Gaffney
1570	Lincoln Christian University	Lincoln
1659	Lincoln College	Lincoln
877	Lincoln Memorial University	Harrogate
1114	Lincoln University	Lincoln University
1572	Lincoln University, California	Oakland
1300	Lincoln University, Missouri	Jefferson City
618	Lindenwood University	St. Charles
1290	Lindsey Wilson College	Columbia
613	Linfield College	McMinnville ...
623	Lipscomb University	Nashville
1517	Livingstone College	Salisbury
337	Lock Haven University	Lock Haven ...
1329	Logan University	Chesterfield
374	Loma Linda University	Loma Linda
493	Long Island University	Brookville ...
533	Longwood University	Farmville
927	Loras College	Dubuque
1037	Louisiana College	Pineville
89	Louisiana State University	Baton Rouge
644	Louisiana State University Health Sciences Center	New Orleans ...
1612	Louisiana State University Health Sciences Center-Shreveport	Shreveport
714	Louisiana State University in Shreveport	Shreveport ...
1331	Louisiana State University of Alexandria	Alexandria
514	Louisiana Tech University	Ruston
930	Lourdes University	Sylvania
227	Loyola Marymount University	Los Angeles
140	Loyola University Chicago	Chicago
384	Loyola University Maryland	Baltimore
458	Loyola University New Orleans	New Orleans
1007	Lubbock Christian University	Lubbock
466	Luther College	Decorah
1040	Lycoming College	Williamsport
729	Lynn University	Boca Raton
1171	Lyon College	Batesville
371	Macalester College	St. Paul
1430	MacMurray College	Jacksonville
1365	Madonna University	Livonia ...
1697	Magdalen College of the Liberal Arts	Warner
563	Maharishi University of Management	Fairfield
1249	Maine College of Art	Portland
1394	Maine Maritime Academy	Castine
1144	Malone University	Canton
1097	Manchester University	North Manchester ...
1554	Manhattan Christian College	Manhattan
560	Manhattan College	Riverdale
1101	Manhattan School of Music	New York City
1026	Manhattanville College	Purchase
1315	Mansfield University of Pennsylvania	Mansfield
1559	Maranatha Baptist University	Watertown
1650	Maria College	Albany
1076	Marian University	Indianapolis
1188	Marian University, Wisconsin	Fond du Lac
719	Marietta College	Marietta
249	Marist College	Poughkeepsie
1211	Marlboro College	Marlboro
165	Marquette University	Milwaukee
1400	Mars Hill University	Mars Hill
1627	Marshall B. Ketchum University	Fullerton ...
286	Marshall University	Huntington
1206	Martin Luther College	New Ulm
1587	Martin Methodist College	Pulaski
1360	Martin University	Indianapolis
1229	Mary Baldwin University	Staunton
1379	Marygrove College	Detroit
671	Maryland Institute College of Art	Baltimore
1403	Maryland University of Integrative Health	Laurel
1658	Marymount California University	Rancho Palos Verdes
1192	Marymount Manhattan College	New York City
689	Marymount University	Arlington
898	Maryville College	Maryville
394	Maryville University	St. Louis
1072	Marywood University	Scranton
906	Massachusetts College of Art and Design	Boston
1158	Massachusetts College of Liberal Arts	North Adams
1	Massachusetts Institute of Technology	Cambridge
1358	Massachusetts Maritime Academy	Buzzards Bay
1608	Massachusetts School of Law	Andover
Un	Mayo Medical School	Rochester
1456	Mayville State University	Mayville
345	McDaniel College	Westminster ...
921	McKendree University	Lebanon
1352	McMurry University	Abilene
751	McNeese State University	Lake Charles
946	McPherson College	McPherson
987	MCPHS University	Boston ...
816	Medaille College	Buffalo
1760	Medgar Evers College	Brooklyn
442	Medical College of Wisconsin	Milwaukee
379	Medical University of South Carolina	Charleston
1447	Meharry Medical College	Nashville
1553	Memphis College of Art	Memphis
1511	Menlo College	Atherton ...
518	Mercer University	Macon ...
498	Mercy College	Dobbs Ferry
1675	Mercy College of Health Sciences	Des Moines
1586	Mercy College of Ohio	Toledo
833	Mercyhurst University	Erie
857	Meredith College	Raleigh
695	Merrimack College	North Andover
425	Messiah College	Mechanicsburg
1757	Methodist College	Peoria
1372	Methodist University	Fayetteville
1521	Metropolitan College of New York	New York City
